Power plant;HV-B Station;HV-A Station;LV Station;Company;Individual;Capacity;Load
1;-;-;30;-;1249585;-;3788
1;-;-;30;-;1249586;-;5174
1;-;-;30;-;1249587;-;5551
1;-;-;30;-;1249588;-;5379
1;-;-;30;-;1249589;-;4342
1;-;-;30;-;1249590;-;4104
1;-;-;30;-;1249591;-;4447
1;-;-;30;-;1249592;-;5272
1;-;-;30;-;1249593;-;3952
1;-;-;30;-;1249594;-;5127
1;-;-;30;-;1249595;-;4715
1;-;-;30;-;1249596;-;4552
1;-;-;30;-;1249597;-;4252
1;-;-;30;-;1249598;-;5213
1;-;-;30;-;1249599;-;4795
1;-;-;30;-;1249600;-;4799
1;-;-;30;-;1249601;-;5397
1;-;-;30;-;1249602;-;5191
1;-;-;30;-;1249603;-;5137
1;-;-;30;-;1249604;-;5270
1;-;-;30;-;1249605;-;5002
1;-;-;30;-;1249606;-;5352
1;-;-;30;-;1249607;-;4436
1;-;-;30;-;1249608;-;4672
1;-;-;30;-;1249609;-;4856
1;-;-;30;-;1249610;-;5536
1;-;-;30;-;1249611;-;4746
1;-;-;30;-;1249612;-;4935
1;-;-;30;-;1249613;-;4846
1;-;-;30;-;1249614;-;4540
1;-;-;30;-;1249615;-;5478
1;-;-;30;-;1249616;-;4373
1;-;-;30;-;1249617;-;4046
1;-;1;31;-;-;831116;-
1;-;-;31;208;-;-;11016
1;-;-;31;209;-;-;14127
1;-;-;31;210;-;-;12024
1;-;-;31;211;-;-;12986
1;-;-;31;212;-;-;16116
1;-;-;31;213;-;-;11052
1;-;-;31;-;1249618;-;3777
1;-;-;31;-;1249619;-;4409
1;-;-;31;-;1249620;-;4629
1;-;-;31;-;1249621;-;4794
1;-;-;31;-;1249622;-;4991
1;-;-;31;-;1249623;-;4222
1;-;-;31;-;1249624;-;4650
1;-;-;31;-;1249625;-;4540
1;-;-;31;-;1249626;-;4613
1;-;-;31;-;1249627;-;5304
1;-;-;31;-;1249628;-;5438
1;-;-;31;-;1249629;-;4968
1;-;-;31;-;1249630;-;4471
1;-;-;31;-;1249631;-;4408
1;-;-;31;-;1249632;-;3968
1;-;-;31;-;1249633;-;4203
1;-;-;31;-;1249634;-;5307
1;-;-;31;-;1249635;-;4055
1;-;-;31;-;1249636;-;4705
1;-;-;31;-;1249637;-;5115
1;-;-;31;-;1249638;-;4984
1;-;-;31;-;1249639;-;4064
1;-;-;31;-;1249640;-;4067
1;-;-;31;-;1249641;-;4909
1;-;-;31;-;1249642;-;3963
1;-;-;31;-;1249643;-;4928
1;-;-;31;-;1249644;-;4950
1;-;-;31;-;1249645;-;5389
1;-;-;31;-;1249646;-;4642
1;-;-;31;-;1249647;-;5557
1;-;-;31;-;1249648;-;4495
1;-;-;31;-;1249649;-;4144
1;-;-;31;-;1249650;-;5133
1;-;-;31;-;1249651;-;3931
1;-;-;31;-;1249652;-;4256
1;-;-;31;-;1249653;-;5520
1;-;-;31;-;1249654;-;4721
1;-;-;31;-;1249655;-;4638
1;-;-;31;-;1249656;-;4677
1;-;-;31;-;1249657;-;4228
1;-;-;31;-;1249658;-;4192
1;-;-;31;-;1249659;-;4375
1;-;1;32;-;-;735214;-
1;-;-;32;214;-;-;12483
1;-;-;32;215;-;-;12944
1;-;-;32;216;-;-;14986
1;-;-;32;217;-;-;13315
1;-;-;32;218;-;-;13916
1;-;-;32;219;-;-;14876
1;-;-;32;220;-;-;14603
1;-;-;32;221;-;-;11762
1;-;-;32;-;1249660;-;4560
1;-;-;32;-;1249661;-;4869
1;-;-;32;-;1249662;-;3968
1;-;-;32;-;1249663;-;5001
1;-;-;32;-;1249664;-;5498
1;-;-;32;-;1249665;-;3876
1;-;-;32;-;1249666;-;3795
1;-;-;32;-;1249667;-;5548
1;-;-;32;-;1249668;-;4475
1;-;-;32;-;1249669;-;4159
1;-;-;32;-;1249670;-;5124
1;-;-;32;-;1249671;-;4208
1;-;-;32;-;1249672;-;3823
1;-;-;32;-;1249673;-;5026
1;-;-;32;-;1249674;-;5354
1;-;-;32;-;1249675;-;5509
1;-;-;32;-;1249676;-;4358
1;-;-;32;-;1249677;-;4970
1;-;-;32;-;1249678;-;4534
1;-;-;32;-;1249679;-;5552
1;-;-;32;-;1249680;-;3892
1;-;-;32;-;1249681;-;5135
1;-;-;32;-;1249682;-;3775
1;-;-;32;-;1249683;-;5311
1;-;-;32;-;1249684;-;4017
1;-;-;32;-;1249685;-;4205
1;-;-;32;-;1249686;-;4893
1;-;-;32;-;1249687;-;5353
1;-;-;32;-;1249688;-;5222
1;-;-;32;-;1249689;-;4266
1;-;-;32;-;1249690;-;3974
1;-;-;32;-;1249691;-;5425
1;-;-;32;-;1249692;-;4024
1;-;-;32;-;1249693;-;5192
1;-;-;32;-;1249694;-;3822
1;-;-;32;-;1249695;-;5558
1;-;-;32;-;1249696;-;4328
1;-;-;32;-;1249697;-;4779
1;-;-;32;-;1249698;-;5214
1;-;-;32;-;1249699;-;5254
1;-;-;32;-;1249700;-;4148
1;-;-;32;-;1249701;-;4077
1;-;-;32;-;1249702;-;4449
1;-;-;32;-;1249703;-;5407
1;-;-;32;-;1249704;-;4009
1;-;-;32;-;1249705;-;5444
1;-;-;32;-;1249706;-;4448
1;-;-;32;-;1249707;-;3991
1;-;-;32;-;1249708;-;3994
1;-;1;33;-;-;613444;-
1;-;-;33;222;-;-;10906
1;-;-;33;223;-;-;14126
1;-;-;33;224;-;-;12420
1;-;-;33;225;-;-;12104
1;-;-;33;226;-;-;11318
1;-;-;33;-;1249709;-;5474
1;-;-;33;-;1249710;-;4364
1;-;-;33;-;1249711;-;5397
1;-;-;33;-;1249712;-;4760
1;-;-;33;-;1249713;-;4877
1;-;-;33;-;1249714;-;4156
1;-;-;33;-;1249715;-;3880
1;-;-;33;-;1249716;-;5042
1;-;-;33;-;1249717;-;4684
1;-;-;33;-;1249718;-;4969
1;-;-;33;-;1249719;-;4424
1;-;-;33;-;1249720;-;4756
1;-;-;33;-;1249721;-;4564
1;-;-;33;-;1249722;-;4136
1;-;-;33;-;1249723;-;5267
1;-;-;33;-;1249724;-;3796
1;-;-;33;-;1249725;-;4802
1;-;-;33;-;1249726;-;4440
1;-;-;33;-;1249727;-;4270
1;-;-;33;-;1249728;-;4228
1;-;-;33;-;1249729;-;5194
1;-;-;33;-;1249730;-;5511
1;-;-;33;-;1249731;-;4632
1;-;-;33;-;1249732;-;5604
1;-;-;33;-;1249733;-;4455
1;-;-;33;-;1249734;-;5042
1;-;-;33;-;1249735;-;5415
1;-;-;33;-;1249736;-;4813
1;-;-;33;-;1249737;-;4130
1;-;-;33;-;1249738;-;4405
1;-;-;33;-;1249739;-;4059
1;-;-;33;-;1249740;-;4975
1;-;-;33;-;1249741;-;5121
1;-;-;33;-;1249742;-;4693
1;-;-;33;-;1249743;-;5559
1;-;-;33;-;1249744;-;4696
1;-;-;33;-;1249745;-;4500
1;-;-;33;-;1249746;-;4795
1;-;-;33;-;1249747;-;4251
1;-;-;33;-;1249748;-;5395
1;-;-;33;-;1249749;-;5482
1;-;-;33;-;1249750;-;5326
1;-;-;33;-;1249751;-;4754
1;-;-;33;-;1249752;-;4875
1;-;-;33;-;1249753;-;4468
1;-;-;33;-;1249754;-;5375
1;-;-;33;-;1249755;-;5541
1;-;-;33;-;1249756;-;4658
1;-;-;33;-;1249757;-;5481
1;-;1;34;-;-;774572;-
1;-;-;34;227;-;-;11118
1;-;-;34;228;-;-;14731
1;-;-;34;229;-;-;15349
1;-;-;34;230;-;-;11744
1;-;-;34;231;-;-;16081
1;-;-;34;232;-;-;14854
1;-;-;34;-;1249758;-;4170
1;-;-;34;-;1249759;-;4749
1;-;-;34;-;1249760;-;4236
1;-;-;34;-;1249761;-;4696
1;-;-;34;-;1249762;-;4345
1;-;-;34;-;1249763;-;5334
1;-;-;34;-;1249764;-;5113
1;-;-;34;-;1249765;-;5285
1;-;-;34;-;1249766;-;4478
1;-;-;34;-;1249767;-;4639
1;-;-;34;-;1249768;-;4531
1;-;-;34;-;1249769;-;3825
1;-;-;34;-;1249770;-;5037
1;-;-;34;-;1249771;-;4447
1;-;-;34;-;1249772;-;3934
1;-;-;34;-;1249773;-;5203
1;-;-;34;-;1249774;-;5206
1;-;-;34;-;1249775;-;3919
1;-;-;34;-;1249776;-;5584
1;-;-;34;-;1249777;-;5532
1;-;-;34;-;1249778;-;4262
1;-;-;34;-;1249779;-;4162
1;-;-;34;-;1249780;-;4213
1;-;-;34;-;1249781;-;4914
1;-;-;34;-;1249782;-;4089
1;-;-;34;-;1249783;-;4890
1;-;-;34;-;1249784;-;3773
1;-;-;34;-;1249785;-;4853
1;-;-;34;-;1249786;-;4944
1;-;-;34;-;1249787;-;4496
1;-;-;34;-;1249788;-;4147
1;-;-;34;-;1249789;-;3980
1;-;-;34;-;1249790;-;3855
1;-;-;34;-;1249791;-;5492
1;-;-;34;-;1249792;-;5033
1;-;-;34;-;1249793;-;5311
1;-;-;34;-;1249794;-;4886
1;-;-;34;-;1249795;-;3887
1;-;-;34;-;1249796;-;4444
1;-;-;34;-;1249797;-;4336
1;-;-;34;-;1249798;-;4510
1;-;-;34;-;1249799;-;3792
1;-;-;34;-;1249800;-;3873
1;-;-;34;-;1249801;-;4557
1;-;-;34;-;1249802;-;4614
1;-;-;34;-;1249803;-;4426
1;-;-;34;-;1249804;-;4263
1;-;1;35;-;-;556207;-
1;-;-;35;233;-;-;14604
1;-;-;35;234;-;-;15943
1;-;-;35;235;-;-;15443
1;-;-;35;236;-;-;10935
1;-;-;35;237;-;-;13236
1;-;-;35;238;-;-;14065
1;-;-;35;-;1249805;-;4568
1;-;-;35;-;1249806;-;5512
1;-;-;35;-;1249807;-;4511
1;-;-;35;-;1249808;-;4903
1;-;-;35;-;1249809;-;4345
1;-;-;35;-;1249810;-;3783
1;-;-;35;-;1249811;-;3944
1;-;-;35;-;1249812;-;3792
1;-;-;35;-;1249813;-;5589
1;-;-;35;-;1249814;-;5258
1;-;-;35;-;1249815;-;5061
1;-;-;35;-;1249816;-;4120
1;-;-;35;-;1249817;-;5361
1;-;-;35;-;1249818;-;4427
1;-;-;35;-;1249819;-;4532
1;-;-;35;-;1249820;-;5147
1;-;-;35;-;1249821;-;4697
1;-;-;35;-;1249822;-;4446
1;-;-;35;-;1249823;-;5581
1;-;-;35;-;1249824;-;5346
1;-;-;35;-;1249825;-;3962
1;-;-;35;-;1249826;-;5349
1;-;-;35;-;1249827;-;4086
1;-;-;35;-;1249828;-;4214
1;-;-;35;-;1249829;-;4561
1;-;-;35;-;1249830;-;5587
1;-;-;35;-;1249831;-;4208
1;-;-;35;-;1249832;-;5534
1;-;-;35;-;1249833;-;4742
1;-;-;35;-;1249834;-;4324
1;-;-;35;-;1249835;-;4455
1;-;-;35;-;1249836;-;4855
1;-;-;35;-;1249837;-;5503
1;-;-;35;-;1249838;-;4221
1;-;-;35;-;1249839;-;5127
1;-;-;35;-;1249840;-;4329
1;-;-;35;-;1249841;-;4611
1;-;-;35;-;1249842;-;5305
1;-;-;35;-;1249843;-;5603
1;-;-;35;-;1249844;-;5592
1;-;-;35;-;1249845;-;3962
1;-;-;35;-;1249846;-;5294
1;-;-;35;-;1249847;-;3862
1;-;1;36;-;-;670757;-
1;-;-;36;239;-;-;16182
1;-;-;36;240;-;-;11435
1;-;-;36;241;-;-;14301
1;-;-;36;242;-;-;14367
1;-;-;36;243;-;-;12038
1;-;-;36;244;-;-;12910
1;-;-;36;-;1249848;-;4668
1;-;-;36;-;1249849;-;4270
1;-;-;36;-;1249850;-;4793
1;-;-;36;-;1249851;-;5008
1;-;-;36;-;1249852;-;4968
1;-;-;36;-;1249853;-;5587
1;-;-;36;-;1249854;-;5090
1;-;-;36;-;1249855;-;4430
1;-;-;36;-;1249856;-;4790
1;-;-;36;-;1249857;-;4379
1;-;-;36;-;1249858;-;5448
1;-;-;36;-;1249859;-;4590
1;-;-;36;-;1249860;-;4844
1;-;-;36;-;1249861;-;4047
1;-;-;36;-;1249862;-;3773
1;-;-;36;-;1249863;-;4517
1;-;-;36;-;1249864;-;4357
1;-;-;36;-;1249865;-;4486
1;-;-;36;-;1249866;-;4918
1;-;-;36;-;1249867;-;4504
1;-;-;36;-;1249868;-;4539
1;-;-;36;-;1249869;-;4838
1;-;-;36;-;1249870;-;3972
1;-;-;36;-;1249871;-;5352
1;-;-;36;-;1249872;-;5446
1;-;-;36;-;1249873;-;4949
1;-;-;36;-;1249874;-;5022
1;-;-;36;-;1249875;-;4075
1;-;-;36;-;1249876;-;4309
1;-;-;36;-;1249877;-;4191
1;-;-;36;-;1249878;-;4263
1;-;-;36;-;1249879;-;4108
1;-;-;36;-;1249880;-;4543
1;-;-;36;-;1249881;-;4903
1;-;-;36;-;1249882;-;5507
1;-;-;36;-;1249883;-;3939
1;-;-;36;-;1249884;-;4783
1;-;-;36;-;1249885;-;4095
1;-;-;36;-;1249886;-;4885
1;-;-;36;-;1249887;-;5597
1;-;-;36;-;1249888;-;4454
1;-;-;36;-;1249889;-;4873
1;-;-;36;-;1249890;-;5145
1;-;-;36;-;1249891;-;5437
1;-;-;36;-;1249892;-;5103
1;-;-;36;-;1249893;-;5479
1;-;-;36;-;1249894;-;4767
1;-;-;36;-;1249895;-;5435
1;-;-;36;-;1249896;-;3798
1;-;-;36;-;1249897;-;5376
1;-;-;36;-;1249898;-;4087
1;-;1;37;-;-;830759;-
1;-;-;37;245;-;-;15418
1;-;-;37;246;-;-;12275
1;-;-;37;247;-;-;16070
1;-;-;37;248;-;-;14646
1;-;-;37;249;-;-;14598
1;-;-;37;250;-;-;13622
1;-;-;37;251;-;-;12266
1;-;-;37;-;1249899;-;4884
1;-;-;37;-;1249900;-;4818
1;-;-;37;-;1249901;-;4514
1;-;-;37;-;1249902;-;4266
1;-;-;37;-;1249903;-;5038
1;-;-;37;-;1249904;-;5326
1;-;-;37;-;1249905;-;4942
1;-;-;37;-;1249906;-;5337
1;-;-;37;-;1249907;-;5565
1;-;-;37;-;1249908;-;4054
1;-;-;37;-;1249909;-;4971
1;-;-;37;-;1249910;-;5229
1;-;-;37;-;1249911;-;4933
1;-;-;37;-;1249912;-;3801
1;-;-;37;-;1249913;-;3772
1;-;-;37;-;1249914;-;4033
1;-;-;37;-;1249915;-;4768
1;-;-;37;-;1249916;-;5064
1;-;-;37;-;1249917;-;4327
1;-;-;37;-;1249918;-;5202
1;-;-;37;-;1249919;-;5626
1;-;-;37;-;1249920;-;5326
1;-;-;37;-;1249921;-;4377
1;-;-;37;-;1249922;-;3859
1;-;-;37;-;1249923;-;4520
1;-;-;37;-;1249924;-;3776
1;-;-;37;-;1249925;-;5061
1;-;-;37;-;1249926;-;4343
1;-;-;37;-;1249927;-;5044
1;-;-;37;-;1249928;-;4674
1;-;-;37;-;1249929;-;4014
1;-;-;37;-;1249930;-;4994
1;-;-;37;-;1249931;-;4054
1;-;-;37;-;1249932;-;4742
1;-;-;37;-;1249933;-;4940
1;-;-;37;-;1249934;-;4035
1;-;-;37;-;1249935;-;4226
1;-;-;37;-;1249936;-;5140
1;-;-;37;-;1249937;-;4553
1;-;-;37;-;1249938;-;4210
1;-;-;37;-;1249939;-;4628
1;-;-;37;-;1249940;-;4553
1;-;-;37;-;1249941;-;5402
1;-;1;38;-;-;589051;-
1;-;-;38;252;-;-;16016
1;-;-;38;253;-;-;13429
1;-;-;38;254;-;-;11679
1;-;-;38;255;-;-;11176
1;-;-;38;256;-;-;13693
1;-;-;38;-;1249942;-;4949
1;-;-;38;-;1249943;-;4121
1;-;-;38;-;1249944;-;5384
1;-;-;38;-;1249945;-;5171
1;-;-;38;-;1249946;-;4913
1;-;-;38;-;1249947;-;4474
1;-;-;38;-;1249948;-;4656
1;-;-;38;-;1249949;-;5344
1;-;-;38;-;1249950;-;4620
1;-;-;38;-;1249951;-;4181
1;-;-;38;-;1249952;-;5523
1;-;-;38;-;1249953;-;5263
1;-;-;38;-;1249954;-;4107
1;-;-;38;-;1249955;-;4819
1;-;-;38;-;1249956;-;5540
1;-;-;38;-;1249957;-;5329
1;-;-;38;-;1249958;-;5525
1;-;-;38;-;1249959;-;4117
1;-;-;38;-;1249960;-;5632
1;-;-;38;-;1249961;-;3854
1;-;-;38;-;1249962;-;4102
1;-;-;38;-;1249963;-;4312
1;-;-;38;-;1249964;-;4075
1;-;-;38;-;1249965;-;4164
1;-;-;38;-;1249966;-;4954
1;-;-;38;-;1249967;-;5574
1;-;-;38;-;1249968;-;5034
1;-;-;38;-;1249969;-;5299
1;-;-;38;-;1249970;-;4081
1;-;-;38;-;1249971;-;5627
1;-;-;38;-;1249972;-;3971
1;-;-;38;-;1249973;-;4157
1;-;-;38;-;1249974;-;5179
1;-;-;38;-;1249975;-;5635
1;-;-;38;-;1249976;-;4593
1;-;-;38;-;1249977;-;3813
1;-;-;38;-;1249978;-;4043
1;-;-;38;-;1249979;-;4204
1;-;-;38;-;1249980;-;4321
1;-;-;38;-;1249981;-;5487
1;-;1;39;-;-;568601;-
1;-;-;39;257;-;-;13812
1;-;-;39;258;-;-;11022
1;-;-;39;259;-;-;13908
1;-;-;39;260;-;-;15637
1;-;-;39;261;-;-;13981
1;-;-;39;-;1249982;-;4585
1;-;-;39;-;1249983;-;3782
1;-;-;39;-;1249984;-;3912
1;-;-;39;-;1249985;-;5418
1;-;-;39;-;1249986;-;5148
1;-;-;39;-;1249987;-;3832
1;-;-;39;-;1249988;-;5570
1;-;-;39;-;1249989;-;4865
1;-;-;39;-;1249990;-;4366
1;-;-;39;-;1249991;-;3761
1;-;-;39;-;1249992;-;4928
1;-;-;39;-;1249993;-;5342
1;-;-;39;-;1249994;-;4134
1;-;-;39;-;1249995;-;5041
1;-;-;39;-;1249996;-;3858
1;-;-;39;-;1249997;-;4001
1;-;-;39;-;1249998;-;4686
1;-;-;39;-;1249999;-;5453
1;-;-;39;-;1250000;-;4999
1;-;-;39;-;1250001;-;4907
1;-;-;39;-;1250002;-;5123
1;-;-;39;-;1250003;-;3927
1;-;-;39;-;1250004;-;4485
1;-;-;39;-;1250005;-;4337
1;-;-;39;-;1250006;-;4738
1;-;-;39;-;1250007;-;5268
1;-;-;39;-;1250008;-;5374
1;-;-;39;-;1250009;-;5246
1;-;-;39;-;1250010;-;5460
1;-;-;39;-;1250011;-;4589
1;-;-;39;-;1250012;-;5414
1;-;-;39;-;1250013;-;3895
1;-;-;39;-;1250014;-;4232
1;-;-;39;-;1250015;-;5069
1;-;-;39;-;1250016;-;3979
1;-;-;39;-;1250017;-;4079
1;-;-;39;-;1250018;-;3838
1;-;-;39;-;1250019;-;5194
1;-;-;39;-;1250020;-;5533
1;-;-;39;-;1250021;-;4556
1;-;-;39;-;1250022;-;4419
1;-;-;39;-;1250023;-;4128
1;-;-;39;-;1250024;-;4638
1;-;-;39;-;1250025;-;4418
1;-;-;39;-;1250026;-;4761
1;-;-;39;-;1250027;-;4176
1;-;-;39;-;1250028;-;4998
1;-;-;39;-;1250029;-;4630
1;-;-;39;-;1250030;-;5078
1;-;1;40;-;-;690424;-
1;-;-;40;262;-;-;16012
1;-;-;40;263;-;-;14283
1;-;-;40;264;-;-;11082
1;-;-;40;265;-;-;12956
1;-;-;40;266;-;-;13321
1;-;-;40;267;-;-;11375
1;-;-;40;268;-;-;13686
1;-;-;40;-;1250031;-;5635
1;-;-;40;-;1250032;-;4714
1;-;-;40;-;1250033;-;3931
1;-;-;40;-;1250034;-;4622
1;-;-;40;-;1250035;-;5163
1;-;-;40;-;1250036;-;5018
1;-;-;40;-;1250037;-;4911
1;-;-;40;-;1250038;-;4428
1;-;-;40;-;1250039;-;4733
1;-;-;40;-;1250040;-;4610
1;-;-;40;-;1250041;-;4383
1;-;-;40;-;1250042;-;4715
1;-;-;40;-;1250043;-;4310
1;-;-;40;-;1250044;-;4757
1;-;-;40;-;1250045;-;4946
1;-;-;40;-;1250046;-;4434
1;-;-;40;-;1250047;-;3984
1;-;-;40;-;1250048;-;5140
1;-;-;40;-;1250049;-;3892
1;-;-;40;-;1250050;-;4029
1;-;-;40;-;1250051;-;5354
1;-;-;40;-;1250052;-;5113
1;-;-;40;-;1250053;-;4468
1;-;-;40;-;1250054;-;4430
1;-;-;40;-;1250055;-;4841
1;-;-;40;-;1250056;-;4468
1;-;-;40;-;1250057;-;4568
1;-;-;40;-;1250058;-;4267
1;-;-;40;-;1250059;-;4348
1;-;-;40;-;1250060;-;4812
1;-;-;40;-;1250061;-;4102
1;-;-;40;-;1250062;-;5633
1;-;-;40;-;1250063;-;5452
1;-;1;41;-;-;695240;-
1;-;-;41;269;-;-;15864
1;-;-;41;270;-;-;12300
1;-;-;41;271;-;-;12204
1;-;-;41;272;-;-;16131
1;-;-;41;273;-;-;15348
1;-;-;41;274;-;-;13628
1;-;-;41;275;-;-;13707
1;-;-;41;-;1250064;-;4277
1;-;-;41;-;1250065;-;5267
1;-;-;41;-;1250066;-;4870
1;-;-;41;-;1250067;-;5409
1;-;-;41;-;1250068;-;4306
1;-;-;41;-;1250069;-;5359
1;-;-;41;-;1250070;-;4575
1;-;-;41;-;1250071;-;5258
1;-;-;41;-;1250072;-;5097
1;-;-;41;-;1250073;-;4866
1;-;-;41;-;1250074;-;4490
1;-;-;41;-;1250075;-;4214
1;-;-;41;-;1250076;-;4849
1;-;-;41;-;1250077;-;5466
1;-;-;41;-;1250078;-;5005
1;-;-;41;-;1250079;-;4693
1;-;-;41;-;1250080;-;4929
1;-;-;41;-;1250081;-;3834
1;-;-;41;-;1250082;-;3838
1;-;-;41;-;1250083;-;5155
1;-;-;41;-;1250084;-;5261
1;-;-;41;-;1250085;-;3811
1;-;-;41;-;1250086;-;4872
1;-;-;41;-;1250087;-;5102
1;-;-;41;-;1250088;-;5354
1;-;-;41;-;1250089;-;5497
1;-;-;41;-;1250090;-;4578
1;-;-;41;-;1250091;-;4885
1;-;-;41;-;1250092;-;5321
1;-;-;41;-;1250093;-;4377
1;-;-;41;-;1250094;-;4937
1;-;-;41;-;1250095;-;5350
1;-;-;41;-;1250096;-;5454
1;-;-;41;-;1250097;-;4571
1;-;-;41;-;1250098;-;4946
1;-;-;41;-;1250099;-;5220
1;-;-;41;-;1250100;-;5403
1;-;-;41;-;1250101;-;5367
1;-;-;41;-;1250102;-;5133
1;-;-;41;-;1250103;-;4719
1;-;-;41;-;1250104;-;4257
1;-;-;41;-;1250105;-;5073
1;-;-;41;-;1250106;-;4794
1;-;-;41;-;1250107;-;4862
1;-;1;42;-;-;788729;-
1;-;-;42;276;-;-;13598
1;-;-;42;277;-;-;16170
1;-;-;42;278;-;-;13101
1;-;-;42;279;-;-;15662
1;-;-;42;280;-;-;16283
1;-;-;42;281;-;-;16211
1;-;-;42;-;1250108;-;4438
1;-;-;42;-;1250109;-;5432
1;-;-;42;-;1250110;-;4958
1;-;-;42;-;1250111;-;4855
1;-;-;42;-;1250112;-;4595
1;-;-;42;-;1250113;-;5571
1;-;-;42;-;1250114;-;4955
1;-;-;42;-;1250115;-;3891
1;-;-;42;-;1250116;-;4250
1;-;-;42;-;1250117;-;5169
1;-;-;42;-;1250118;-;5249
1;-;-;42;-;1250119;-;5632
1;-;-;42;-;1250120;-;4252
1;-;-;42;-;1250121;-;5337
1;-;-;42;-;1250122;-;4632
1;-;-;42;-;1250123;-;4311
1;-;-;42;-;1250124;-;5636
1;-;-;42;-;1250125;-;4241
1;-;-;42;-;1250126;-;3760
1;-;-;42;-;1250127;-;4691
1;-;-;42;-;1250128;-;4951
1;-;-;42;-;1250129;-;5160
1;-;-;42;-;1250130;-;4288
1;-;-;42;-;1250131;-;5037
1;-;-;42;-;1250132;-;4535
1;-;-;42;-;1250133;-;4140
1;-;-;42;-;1250134;-;4857
1;-;-;42;-;1250135;-;5505
1;-;-;42;-;1250136;-;4317
1;-;-;42;-;1250137;-;4643
1;-;-;42;-;1250138;-;4209
